Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,sampleNum
I,0.495,0.38,0.13,0.5125,0.2185,0.116,0.16,7,1279
F,0.565,0.455,0.175,1.013,0.342,0.207,0.35,19,293
F,0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,9,788
I,0.395,0.29,0.095,0.319,0.138,0.08,0.082,7,825
M,0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,9,2965
M,0.52,0.45,0.15,0.895,0.3615,0.186,0.235,14,266
F,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12,1955
F,0.575,0.46,0.15,0.927,0.333,0.207,0.2985,9,3773
I,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,5,465
I,0.465,0.345,0.11,0.393,0.1825,0.0735,0.12,8,1567
F,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,8,994
F,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,9,2232
M,0.615,0.475,0.175,1.224,0.6035,0.261,0.311,9,1677
F,0.655,0.515,0.18,1.412,0.6195,0.2485,0.497,11,1961
M,0.7,0.54,0.205,1.74,0.7885,0.373,0.4865,13,2807
F,0.62,0.51,0.18,1.3315,0.594,0.276,0.388,11,1010
I,0.475,0.365,0.125,0.5465,0.229,0.1185,0.172,9,837
I,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,11,1650
M,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,17,481
F,0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345,9,3958
M,0.64,0.49,0.14,1.194,0.4445,0.238,0.375,15,3162
F,0.47,0.36,0.1,0.4705,0.1635,0.089,0.1385,8,3117
M,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,10,1644
F,0.58,0.435,0.15,0.839,0.3485,0.207,0.192,7,2073
I,0.605,0.47,0.14,0.939,0.3385,0.201,0.32,13,597
M,0.675,0.515,0.15,1.312,0.556,0.2845,0.4115,11,1970
F,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,9,225
I,0.505,0.39,0.185,0.6125,0.267,0.142,0.172,7,2519
M,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,17,494
F,0.585,0.45,0.15,0.938,0.467,0.203,0.225,7,2667
F,0.39,0.3,0.1,0.265,0.1075,0.06,0.0865,13,602
F,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,10,1177
F,0.635,0.5,0.18,1.2565,0.539,0.292,0.35,10,4054
F,0.54,0.435,0.175,0.892,0.322,0.174,0.335,13,301
F,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,11,116
I,0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,8,1569
I,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,4,178
F,0.56,0.455,0.16,0.967,0.4525,0.207,0.274,9,982
M,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,11,3682
I,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255,9,3774
F,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,8,71
M,0.74,0.535,0.185,1.65,0.734,0.4505,0.335,13,3388
M,0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,10,1796
F,0.575,0.48,0.165,1.078,0.511,0.2095,0.306,9,1335
I,0.315,0.235,0.055,0.151,0.065,0.027,0.039,6,1065
F,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,12,261
M,0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31,11,3614
F,0.525,0.4,0.13,0.6995,0.3115,0.131,0.223,9,3120
I,0.52,0.405,0.14,0.5775,0.2,0.145,0.179,11,536
M,0.415,0.315,0.12,0.4015,0.199,0.087,0.097,8,3972
M,0.37,0.29,0.09,0.241,0.11,0.045,0.069,10,2391
F,0.395,0.295,0.095,0.2245,0.078,0.054,0.08,10,665
M,0.7,0.575,0.19,2.273,1.095,0.418,0.638,12,1193
I,0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,7,2722
F,0.67,0.55,0.155,1.566,0.858,0.339,0.354,10,1737
I,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,7,1458
M,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,11,455
I,0.47,0.355,0.12,0.393,0.167,0.0885,0.115,8,1271
F,0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,11,1524
F,0.67,0.53,0.205,1.4015,0.643,0.2465,0.416,12,1969
M,0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,9,1130
F,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,10,1023
I,0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,7,1841
I,0.395,0.3,0.09,0.279,0.134,0.049,0.075,8,3437
I,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,6,1441
I,0.56,0.44,0.155,0.811,0.3685,0.178,0.235,11,4039
I,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,6,1533
M,0.55,0.43,0.18,0.8265,0.4405,0.159,0.225,10,4078
I,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,5,1067
I,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,9,1242
M,0.565,0.435,0.15,0.99,0.5795,0.1825,0.206,8,1131
I,0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196,11,3029
I,0.48,0.335,0.125,0.524,0.246,0.1095,0.145,7,4070
M,0.525,0.415,0.135,0.7945,0.394,0.189,0.202,7,2579
M,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,15,90
F,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9,3565
I,0.55,0.44,0.165,0.8605,0.312,0.169,0.3,17,3931
F,0.625,0.485,0.16,1.254,0.591,0.259,0.3485,9,2848
M,0.63,0.485,0.155,1.278,0.637,0.275,0.31,8,1016
M,0.525,0.425,0.12,0.702,0.3335,0.1465,0.22,12,2294
I,0.425,0.325,0.1,0.398,0.1185,0.0645,0.0945,6,831
F,0.575,0.46,0.165,0.9575,0.4815,0.1945,0.236,10,4042
F,0.745,0.57,0.215,2.25,1.1565,0.446,0.558,9,1426
M,0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115,12,2795
I,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,16,2434
I,0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,7,1244
F,0.575,0.45,0.12,0.9585,0.447,0.169,0.275,12,4040
F,0.595,0.46,0.16,0.921,0.4005,0.2025,0.2875,9,3052
F,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,14,2034
I,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16,19,664
M,0.59,0.45,0.155,0.874,0.369,0.2135,0.24,8,4086
F,0.56,0.43,0.15,0.8745,0.453,0.161,0.22,8,1475
F,0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,8,1123
I,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,6,922
I,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,5,1250
F,0.63,0.515,0.16,1.336,0.553,0.3205,0.35,11,4063
M,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,10,1156
M,0.695,0.545,0.185,1.5715,0.6645,0.3835,0.4505,13,1976
I,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6,1240
M,0.42,0.345,0.105,0.43,0.175,0.096,0.13,7,2204
M,0.605,0.455,0.16,1.1215,0.533,0.273,0.271,10,3733
I,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,6,2562
M,0.575,0.45,0.13,0.785,0.318,0.193,0.2265,9,1899
M,0.175,0.125,0.04,0.024,0.0095,0.006,0.005,4,525
M,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,10,2781
F,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,9,3497
M,0.57,0.45,0.135,1.02,0.546,0.204,0.25,9,2663
I,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,9,1603
F,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,8,3868
M,0.555,0.44,0.15,1.092,0.416,0.212,0.4405,15,722
I,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,6,1453
I,0.215,0.17,0.055,0.0605,0.0205,0.014,0.02,6,2193
I,0.57,0.43,0.145,0.833,0.354,0.144,0.2815,10,1629
F,0.625,0.485,0.165,1.2255,0.5075,0.296,0.36,10,4053
I,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,5,3934
M,0.645,0.515,0.16,1.1845,0.506,0.311,0.335,9,2689
F,0.6,0.485,0.165,1.1405,0.587,0.2175,0.288,9,2530
M,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,8,3550
M,0.465,0.355,0.105,0.4795,0.227,0.124,0.125,8,35
M,0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,6,2168
M,0.61,0.475,0.15,1.142,0.62,0.237,0.245,9,4010
I,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,7,2341
M,0.76,0.605,0.215,2.173,0.801,0.4915,0.646,13,1985
F,0.565,0.45,0.165,0.9765,0.322,0.244,0.37,12,3858
I,0.245,0.18,0.065,0.071,0.03,0.013,0.0215,4,1058
F,0.545,0.41,0.125,0.654,0.2945,0.1315,0.205,10,3660
M,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,5,3366
M,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,8,965
I,0.565,0.44,0.175,0.8735,0.414,0.21,0.21,11,1324
I,0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21,8,1868
I,0.425,0.325,0.105,0.3975,0.1815,0.081,0.1175,7,3113
F,0.67,0.545,0.175,1.707,0.6995,0.387,0.575,13,3184
I,0.36,0.26,0.08,0.1795,0.074,0.0315,0.06,5,2719
M,0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,11,2857
M,0.5,0.39,0.145,0.651,0.273,0.132,0.22,11,2096
M,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,22,232
F,0.515,0.415,0.13,0.764,0.276,0.196,0.25,13,2217
I,0.355,0.255,0.08,0.187,0.078,0.0505,0.058,7,2718
F,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,15,75
M,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10,1389
I,0.21,0.17,0.045,0.0475,0.019,0.011,0.013,5,1531
M,0.255,0.195,0.065,0.08,0.0315,0.018,0.027,8,546
F,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9,2698
M,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,8,119
I,0.32,0.235,0.08,0.1485,0.064,0.031,0.045,6,2184
I,0.515,0.415,0.135,0.7125,0.285,0.152,0.245,10,1859
I,0.41,0.325,0.105,0.361,0.1605,0.0665,0.103,8,3111
F,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,17,573
I,0.325,0.24,0.075,0.152,0.065,0.0305,0.045,6,3430
I,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,4,2114
M,0.535,0.42,0.145,0.791,0.33,0.189,0.25,10,381
I,0.435,0.375,0.11,0.4155,0.17,0.076,0.145,8,3750
I,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,10,534
F,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,9,3739
I,0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,8,1248
M,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,10,1352
I,0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,9,1867
F,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9,1472
M,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,16,2181
F,0.665,0.525,0.18,1.5785,0.678,0.229,0.456,14,3793
M,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,9,2520
I,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6,2630
F,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,13,1421
F,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,9,118
M,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12,1386
M,0.565,0.435,0.185,0.9815,0.329,0.136,0.39,13,446
I,0.435,0.33,0.105,0.335,0.156,0.0555,0.105,8,1843
F,0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,12,3339
M,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,12,352
I,0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765,5,1436
M,0.635,0.49,0.175,1.375,0.623,0.2705,0.395,11,1019
F,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18,2270
I,0.49,0.385,0.115,0.683,0.3265,0.1615,0.165,13,3348
I,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07,8,1241
M,0.675,0.515,0.145,1.265,0.6025,0.299,0.325,10,3596
I,0.345,0.285,0.1,0.2225,0.0865,0.058,0.075,8,3236
I,0.275,0.175,0.09,0.2315,0.096,0.057,0.0705,5,1764
M,0.68,0.52,0.165,1.4775,0.724,0.279,0.406,11,2702
F,0.525,0.38,0.14,0.6065,0.194,0.1475,0.21,14,10
M,0.59,0.49,0.135,1.008,0.422,0.2245,0.285,11,2304
F,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13,753
F,0.67,0.535,0.185,1.597,0.6275,0.35,0.47,21,3930
I,0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22,8,3042
F,0.74,0.565,0.205,2.119,0.9655,0.5185,0.482,12,1759
M,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,11,2710
I,0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,7,712
M,0.505,0.365,0.115,0.521,0.25,0.096,0.15,8,2886
I,0.53,0.38,0.125,0.616,0.292,0.113,0.185,8,2891
I,0.55,0.425,0.135,0.656,0.257,0.17,0.203,10,2763
F,0.34,0.255,0.085,0.204,0.097,0.021,0.05,6,3159
F,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,10,3267
M,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,10,1331
F,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18,2336
F,0.515,0.425,0.135,0.712,0.2665,0.1605,0.25,11,279
I,0.455,0.35,0.105,0.4445,0.213,0.107,0.1115,7,2823
M,0.55,0.46,0.13,0.7085,0.305,0.1455,0.205,12,3287
M,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10,3820
I,0.61,0.465,0.125,0.9225,0.436,0.19,0.26,9,1673
M,0.44,0.375,0.13,0.487,0.226,0.0965,0.155,9,2280
M,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,7,959
M,0.545,0.435,0.145,0.9385,0.3685,0.1245,0.345,11,3097
F,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9,3708
I,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,16,509
I,0.56,0.44,0.14,0.825,0.402,0.139,0.245,10,2767
F,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,8,350
F,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,10,3150
I,0.615,0.46,0.19,1.066,0.4335,0.226,0.33,13,3917
M,0.605,0.49,0.14,0.9755,0.419,0.206,0.315,10,1359
F,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,11,1415
M,0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,9,1304
M,0.57,0.415,0.13,0.88,0.4275,0.1955,0.238,13,1897
F,0.65,0.515,0.215,1.498,0.564,0.323,0.425,16,3929
F,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,10,2215
F,0.58,0.445,0.15,0.858,0.4,0.156,0.253,8,1339
I,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,12,3324
I,0.47,0.375,0.105,0.441,0.167,0.0865,0.145,10,2014
I,0.33,0.245,0.065,0.1445,0.058,0.032,0.0505,6,4024
F,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,10,1818
I,0.385,0.29,0.1,0.2575,0.1,0.061,0.086,6,3747
M,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18,734
I,0.46,0.36,0.1,0.4635,0.2325,0.093,0.115,7,939
I,0.365,0.265,0.085,0.213,0.0945,0.049,0.06,7,1231
M,0.625,0.515,0.165,1.217,0.667,0.2065,0.3115,10,2937
F,0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,11,2911
I,0.43,0.325,0.105,0.309,0.119,0.08,0.098,6,3537
I,0.525,0.4,0.11,0.6275,0.3015,0.126,0.18,8,3031
F,0.675,0.535,0.16,1.41,0.592,0.3175,0.42,16,451
F,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15,2496
F,0.45,0.35,0.145,0.5425,0.1765,0.123,0.175,13,669
M,0.65,0.515,0.125,1.1805,0.5235,0.283,0.3275,9,2692
I,0.47,0.385,0.13,0.587,0.264,0.117,0.174,8,2879
M,0.72,0.565,0.2,2.1055,1.017,0.363,0.494,12,1527
I,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,9,2000
M,0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,11,2967
F,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,13,3343
F,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,11,106
F,0.455,0.365,0.115,0.4305,0.184,0.108,0.1245,8,1263
M,0.455,0.35,0.11,0.458,0.2,0.111,0.1305,8,3089
M,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,8,1167
I,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,15,2329
M,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,19,427
F,0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,11,2241
I,0.475,0.375,0.11,0.494,0.211,0.109,0.1545,8,2880
I,0.275,0.2,0.055,0.0925,0.038,0.021,0.026,4,2814
I,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,6,3356
M,0.645,0.505,0.15,1.1605,0.519,0.2615,0.335,10,1706
F,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265,8,2672
M,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,13,728
F,0.665,0.5,0.175,1.742,0.595,0.3025,0.725,21,3151
M,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,10,1497
M,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,9,3466
I,0.245,0.19,0.06,0.086,0.042,0.014,0.025,4,58
M,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,10,3502
I,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,7,1220
I,0.47,0.355,0.12,0.4915,0.1765,0.1125,0.1325,9,3723
M,0.665,0.515,0.165,1.3855,0.621,0.302,0.3445,8,3988
I,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,9,3758
I,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,13,590
I,0.32,0.235,0.09,0.183,0.098,0.0335,0.042,7,2815
M,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,9,3805
M,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28,8,3670
F,0.585,0.485,0.15,1.079,0.4145,0.2115,0.356,11,2074
M,0.475,0.37,0.125,0.655,0.266,0.1725,0.185,10,3862
I,0.545,0.42,0.125,0.717,0.358,0.112,0.22,8,1610
M,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,11,2308
I,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,11,585
M,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,14,3939
M,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,13,274
M,0.605,0.48,0.17,1.1835,0.582,0.2365,0.317,10,1159
I,0.225,0.17,0.05,0.0515,0.019,0.012,0.017,4,3083
I,0.43,0.35,0.105,0.366,0.1705,0.0855,0.11,6,3253
M,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,7,537
F,0.705,0.56,0.17,1.4575,0.607,0.318,0.44,11,3799
M,0.55,0.425,0.16,0.97,0.2885,0.139,0.48,20,3140
M,0.6,0.41,0.145,0.939,0.4475,0.196,0.268,8,3500
M,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,10,1407
M,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13,1405
I,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,6,2504
I,0.295,0.21,0.08,0.1,0.038,0.026,0.031,8,3379
M,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,12,3599
I,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,5,1062
M,0.7,0.565,0.18,1.751,0.895,0.3355,0.446,9,1192
F,0.645,0.5,0.225,1.626,0.587,0.4055,0.41,15,3877
F,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,10,3200
M,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,9,3875
F,0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085,10,3673
M,0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9,3417
I,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,7,217
I,0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245,6,717
I,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,8,1329
F,0.5,0.395,0.15,0.7145,0.3235,0.173,0.195,9,2286
F,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,8,1655
I,0.445,0.345,0.12,0.4035,0.169,0.0825,0.13,7,3640
F,0.52,0.4,0.12,0.6515,0.261,0.2015,0.165,15,729
I,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3,3472
I,0.385,0.29,0.09,0.232,0.0855,0.0495,0.08,7,2113
F,0.645,0.5,0.155,1.2205,0.6145,0.236,0.3185,10,1024
F,0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,12,3264
I,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9,2411
F,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293,12,2952
F,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,15,3879
F,0.6,0.485,0.145,0.776,0.3545,0.1585,0.239,9,3579
F,0.695,0.525,0.205,1.8185,0.819,0.4025,0.4525,13,3742
I,0.535,0.39,0.125,0.599,0.2595,0.149,0.169,9,1118
I,0.39,0.315,0.09,0.3095,0.147,0.05,0.09,7,3408
I,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,7,1089
M,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9,3585
I,0.45,0.34,0.125,0.4045,0.171,0.07,0.1345,8,3020
M,0.585,0.465,0.165,0.885,0.4025,0.1625,0.274,10,2776
F,0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985,10,1923
I,0.4,0.315,0.09,0.33,0.151,0.068,0.08,6,3534
I,0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925,8,2007
I,0.465,0.34,0.11,0.346,0.1425,0.073,0.113,11,1268
F,0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,11,2854
M,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,6,957
M,0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,10,3679
I,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,8,3487
M,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9,3615
M,0.2,0.14,0.055,0.035,0.0145,0.008,0.01,5,523
M,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,17,2315
I,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,8,2453
F,0.565,0.44,0.135,0.83,0.393,0.1735,0.238,9,2071
M,0.695,0.56,0.19,1.494,0.588,0.3425,0.485,15,94
M,0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,9,1162
M,0.385,0.3,0.095,0.24,0.0885,0.059,0.085,9,529
M,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21,469
F,0.575,0.425,0.15,0.8765,0.455,0.18,0.228,8,2903
M,0.645,0.505,0.165,1.307,0.4335,0.262,0.52,10,3182
F,0.625,0.495,0.165,1.262,0.507,0.318,0.39,10,93
F,0.595,0.475,0.165,1.148,0.444,0.214,0.37,10,3420
F,0.62,0.48,0.18,1.2215,0.582,0.2695,0.313,12,1683
I,0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,9,3856
F,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,9,3499
I,0.5,0.37,0.12,0.5445,0.249,0.1065,0.152,8,2883
M,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,5,2164
F,0.62,0.435,0.155,1.012,0.477,0.236,0.275,8,1495
F,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,10,367
F,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15,779
F,0.38,0.325,0.11,0.3105,0.12,0.074,0.105,10,2246
I,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,18,660
F,0.65,0.51,0.155,1.189,0.483,0.278,0.3645,13,1959
F,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,8,3562
F,0.535,0.42,0.15,0.7365,0.2785,0.186,0.215,14,742
M,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,9,612
I,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,9,1306
I,0.315,0.235,0.08,0.18,0.08,0.045,0.047,5,3952
I,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,11,3314
I,0.23,0.175,0.065,0.0645,0.026,0.0105,0.02,5,242
F,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,15,2319
M,0.745,0.575,0.2,1.884,0.954,0.336,0.495,12,2974
M,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,7,3448
F,0.62,0.48,0.165,1.043,0.4835,0.221,0.31,10,3580
I,0.4,0.32,0.095,0.348,0.194,0.053,0.087,6,1072
I,0.41,0.33,0.105,0.335,0.1525,0.074,0.11,7,3885
M,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18,2363
F,0.47,0.36,0.11,0.4965,0.237,0.127,0.13,6,3186
I,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,6,892
I,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,14,2398
F,0.625,0.49,0.145,0.92,0.437,0.1735,0.28,10,2939
F,0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,10,3695
F,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,13,2346
M,0.595,0.45,0.14,0.838,0.3965,0.194,0.217,10,1652
M,0.58,0.455,0.135,0.7955,0.405,0.167,0.204,10,1338
I,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,6,906
F,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13,2480
F,0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,10,2410
F,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2,10,62
M,0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,10,849
M,0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364,12,3068
F,0.49,0.36,0.11,0.5005,0.161,0.107,0.195,17,725
I,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.189,9,1299
M,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,9,3123
F,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,9,3620
F,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,15,3882
M,0.425,0.35,0.105,0.393,0.13,0.063,0.165,9,113
F,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10,3789
F,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,12,1670
I,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,9,1879
M,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,8,1148
M,0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,11,1926
F,0.5,0.4,0.145,0.63,0.234,0.1465,0.23,12,202
F,0.59,0.465,0.15,0.997,0.392,0.246,0.34,12,361
