Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,Sex_I,Sex_M,sampleNum
0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895,7,True,False,1590
0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,8,False,False,1665
0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,12,False,True,2445
0.485,0.385,0.105,0.556,0.296,0.104,0.133,7,False,True,3954
0.6,0.45,0.14,0.869,0.3425,0.195,0.291,11,False,False,3053
0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,9,True,False,1281
0.65,0.495,0.16,1.3105,0.577,0.3315,0.355,9,False,False,4098
0.58,0.445,0.15,0.8865,0.383,0.209,0.255,11,True,False,578
0.75,0.615,0.205,2.2635,0.821,0.423,0.726,12,False,False,3008
0.39,0.3,0.09,0.252,0.1065,0.053,0.08,7,True,False,1551
0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,17,False,False,623
0.235,0.17,0.065,0.0625,0.023,0.014,0.022,6,True,False,2455
0.555,0.43,0.15,0.783,0.345,0.1755,0.247,9,True,False,3664
0.575,0.465,0.175,1.099,0.4735,0.202,0.35,9,False,False,1904
0.625,0.5,0.175,1.273,0.564,0.302,0.374,9,False,False,3583
0.63,0.53,0.18,1.2795,0.618,0.256,0.315,9,False,True,2942
0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,7,False,True,960
0.495,0.375,0.115,0.507,0.241,0.103,0.15,8,True,False,3026
0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,10,False,False,2282
0.38,0.27,0.095,0.219,0.0835,0.0515,0.07,6,False,True,3905
0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,14,False,False,79
0.56,0.43,0.155,0.8675,0.4,0.172,0.229,8,False,True,4171
0.59,0.46,0.13,1.102,0.455,0.2055,0.33,12,False,True,857
0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,9,True,False,3553
0.595,0.46,0.14,0.852,0.4215,0.2255,0.227,9,False,True,2674
0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18,False,True,3401
0.625,0.465,0.155,0.972,0.404,0.1845,0.35,14,True,False,2396
0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,8,True,False,835
0.66,0.51,0.175,1.218,0.5055,0.303,0.37,11,False,True,1965
0.44,0.365,0.125,0.516,0.2155,0.114,0.155,10,False,True,3
0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,11,False,False,459
0.615,0.475,0.155,1.027,0.447,0.25,0.285,9,False,False,1166
0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,12,False,True,2147
0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,10,False,True,2680
0.58,0.425,0.15,0.844,0.3645,0.185,0.2705,9,False,False,2774
0.595,0.47,0.25,1.283,0.462,0.2475,0.445,14,False,False,2179
0.71,0.555,0.17,1.47,0.5375,0.38,0.431,12,False,False,3829
0.52,0.41,0.16,0.712,0.2845,0.153,0.225,10,False,False,3916
0.615,0.475,0.155,1.115,0.484,0.2115,0.355,10,False,False,1375
0.525,0.41,0.15,0.708,0.274,0.151,0.25,12,False,False,3874
0.645,0.525,0.2,1.449,0.601,0.2565,0.505,13,False,False,2359
0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8,True,False,50
0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,9,True,False,1638
0.475,0.365,0.14,0.4545,0.171,0.118,0.158,8,True,False,3353
0.585,0.475,0.16,1.0505,0.48,0.234,0.285,10,True,False,1342
0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,11,False,True,1806
0.61,0.47,0.195,1.2735,0.469,0.3315,0.398,12,False,False,2927
0.49,0.38,0.125,0.549,0.245,0.1075,0.174,10,False,False,145
0.645,0.5,0.19,1.229,0.524,0.278,0.395,17,False,True,3297
0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,11,True,False,1856
0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,11,True,False,3915
0.505,0.41,0.15,0.644,0.285,0.145,0.21,11,False,False,196
0.435,0.345,0.12,0.4475,0.221,0.112,0.125,7,True,False,2283
0.505,0.405,0.16,0.6835,0.271,0.145,0.215,10,False,False,3200
0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,8,False,False,1123
0.54,0.455,0.14,0.972,0.419,0.255,0.269,10,False,True,1604
0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,17,False,True,891
0.53,0.395,0.115,0.475,0.2025,0.101,0.148,8,True,False,3762
0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,10,False,True,1661
0.42,0.345,0.105,0.43,0.175,0.096,0.13,7,False,True,2204
0.555,0.405,0.19,1.406,0.6115,0.342,0.389,10,False,True,2987
0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,12,True,False,1631
0.515,0.4,0.12,0.659,0.2705,0.179,0.17,13,True,False,561
0.64,0.565,0.23,1.521,0.644,0.372,0.406,15,False,True,1394
0.395,0.29,0.095,0.3,0.158,0.068,0.078,7,True,False,2005
0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,7,True,False,1565
0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,12,False,False,3948
0.33,0.25,0.075,0.1405,0.056,0.035,0.05,5,True,False,3873
0.46,0.38,0.135,0.482,0.207,0.1225,0.145,10,False,True,387
0.45,0.36,0.125,0.5065,0.222,0.105,0.16,10,False,False,2140
0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,5,True,False,1217
0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,11,False,False,1888
0.585,0.45,0.15,1.047,0.4315,0.276,0.315,14,False,True,3146
0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,8,False,True,1154
0.58,0.45,0.14,1.013,0.38,0.216,0.36,14,False,True,84
0.43,0.34,0.0,0.428,0.2065,0.086,0.115,8,True,False,1257
0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,7,True,False,1556
0.51,0.395,0.13,0.6025,0.281,0.143,0.162,7,True,False,1583
0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,10,False,True,849
0.625,0.49,0.155,1.33,0.6675,0.259,0.33,10,False,False,2532
0.385,0.3,0.09,0.308,0.1525,0.056,0.0835,8,True,False,1550
0.645,0.51,0.19,1.363,0.573,0.362,0.36,10,False,False,1714
0.575,0.435,0.135,0.992,0.432,0.2225,0.239,10,False,True,1901
0.495,0.415,0.165,0.7485,0.264,0.134,0.285,13,False,True,2257
0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,6,True,False,1251
0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172,10,True,False,4033
0.485,0.345,0.16,0.869,0.3085,0.185,0.319,9,True,False,1777
0.49,0.365,0.125,0.5585,0.252,0.126,0.1615,10,True,False,2747
0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,11,False,True,2951
0.75,0.565,0.215,1.938,0.7735,0.4825,0.575,11,False,False,1760
0.545,0.445,0.15,0.8,0.3535,0.163,0.207,9,False,False,1308
0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,7,True,False,1083
0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10,False,False,1406
0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,9,False,True,1115
0.665,0.5,0.175,1.742,0.595,0.3025,0.725,21,False,False,3151
0.58,0.46,0.18,1.145,0.48,0.277,0.325,11,False,True,2524
0.595,0.455,0.16,1.04,0.452,0.2655,0.288,9,False,False,1486
0.575,0.445,0.14,0.941,0.3845,0.252,0.285,9,False,False,80
0.54,0.415,0.17,0.879,0.339,0.208,0.255,10,False,True,2441
0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,9,False,True,1443
0.335,0.25,0.075,0.186,0.0945,0.038,0.0445,7,True,False,909
0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,11,False,True,2326
0.465,0.355,0.09,0.4325,0.2005,0.074,0.1275,9,True,False,2055
0.225,0.16,0.045,0.0465,0.025,0.015,0.015,4,True,False,178
0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,9,False,False,2068
0.665,0.515,0.18,1.389,0.5945,0.324,0.395,10,False,False,1517
0.56,0.44,0.14,0.825,0.402,0.139,0.245,10,True,False,2767
0.445,0.32,0.12,0.414,0.199,0.09,0.117,7,False,True,1769
0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,10,False,False,1692
0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,11,False,True,2470
0.42,0.32,0.115,0.376,0.169,0.092,0.1,5,True,False,921
0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,10,False,True,3851
0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,11,True,False,1311
0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,9,True,False,1646
0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,9,True,False,2737
0.59,0.485,0.205,1.2315,0.4525,0.238,0.42,13,False,False,3234
0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,9,False,True,3460
0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11,False,False,2487
0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,10,False,True,1345
0.51,0.395,0.105,0.5525,0.234,0.127,0.165,8,True,False,3755
0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,9,True,False,1292
0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,7,True,False,281
0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9,False,True,1671
0.62,0.49,0.16,1.066,0.446,0.246,0.305,11,True,False,1682
0.255,0.185,0.065,0.074,0.0305,0.0165,0.02,4,True,False,3009
0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,13,False,False,3260
0.615,0.475,0.205,1.337,0.5995,0.2815,0.37,11,False,True,4090
0.575,0.45,0.16,0.9775,0.3135,0.231,0.33,12,False,False,89
0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,9,False,False,3769
0.54,0.41,0.135,0.7025,0.31,0.177,0.2,8,True,False,3557
0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,7,True,False,3803
0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,10,False,False,1966
0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,9,True,False,1242
0.575,0.455,0.155,1.013,0.4685,0.2085,0.295,11,False,True,1902
0.34,0.245,0.085,0.2015,0.1005,0.038,0.053,6,True,False,2716
0.615,0.525,0.155,1.0385,0.427,0.2315,0.345,11,False,False,498
0.33,0.225,0.075,0.187,0.0945,0.0395,0.0425,7,True,False,2817
0.56,0.44,0.165,0.8,0.335,0.1735,0.25,12,True,False,552
0.425,0.33,0.115,0.3265,0.1315,0.077,0.103,6,True,False,2633
0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,12,False,True,3894
0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,16,False,False,3300
0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10,True,False,1354
0.72,0.6,0.235,2.2385,0.984,0.411,0.621,12,False,True,3993
0.43,0.325,0.09,0.425,0.217,0.087,0.095,7,True,False,926
0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,9,True,False,1286
0.47,0.37,0.12,0.5795,0.293,0.227,0.14,9,False,True,46
0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,9,False,True,3610
0.31,0.235,0.07,0.151,0.063,0.0405,0.045,6,True,False,69
0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,12,False,True,2269
0.325,0.26,0.09,0.1915,0.085,0.036,0.062,7,False,False,132
0.51,0.41,0.155,1.2825,0.569,0.291,0.3795,9,False,True,4110
0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,11,False,True,1396
0.535,0.415,0.17,0.879,0.295,0.1965,0.285,10,False,False,285
0.49,0.38,0.13,0.539,0.229,0.1355,0.165,12,False,False,3176
0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,5,True,False,1063
0.55,0.425,0.16,0.97,0.2885,0.139,0.48,20,False,True,3140
0.485,0.37,0.1,0.513,0.219,0.1075,0.13,7,True,False,3443
0.545,0.45,0.15,0.7805,0.3795,0.1625,0.216,8,False,True,4075
0.46,0.355,0.14,0.4935,0.216,0.133,0.115,13,True,False,583
0.66,0.525,0.16,1.277,0.4975,0.319,0.394,13,False,False,2959
0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,15,False,True,542
0.52,0.375,0.135,0.5375,0.221,0.117,0.17,8,False,False,3809
0.535,0.43,0.155,0.7845,0.3285,0.169,0.245,10,False,True,2758
0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,8,False,True,772
0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,12,False,False,2088
0.625,0.475,0.175,1.3405,0.656,0.283,0.337,10,False,True,2846
0.255,0.185,0.06,0.0925,0.039,0.021,0.025,6,True,False,3085
0.57,0.45,0.155,0.91,0.326,0.1895,0.355,14,False,True,3844
0.4,0.29,0.1,0.258,0.104,0.059,0.0815,7,True,False,3476
0.545,0.43,0.13,0.7595,0.358,0.153,0.2055,8,True,False,2896
0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,9,False,True,3123
0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,10,True,False,390
0.49,0.385,0.16,0.656,0.2455,0.171,0.205,9,False,False,3869
0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,7,True,False,1998
0.335,0.26,0.09,0.1835,0.078,0.024,0.065,11,True,False,3139
0.33,0.265,0.085,0.196,0.0775,0.0305,0.0445,6,True,False,907
0.575,0.46,0.15,0.927,0.333,0.207,0.2985,9,False,False,3773
0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,8,False,True,1346
0.375,0.29,0.1,0.219,0.0925,0.038,0.075,6,True,False,2631
0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,10,False,True,3780
0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,9,True,False,3654
0.395,0.31,0.085,0.317,0.153,0.0505,0.0935,7,True,False,4066
0.56,0.455,0.19,0.714,0.283,0.129,0.275,9,False,False,445
0.585,0.455,0.13,0.8755,0.411,0.2065,0.225,8,False,False,2778
0.3,0.22,0.065,0.1235,0.059,0.026,0.0315,5,True,False,3106
0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,10,False,False,1181
0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,8,False,True,2052
0.56,0.445,0.165,0.832,0.3455,0.179,0.279,9,True,False,1887
0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,11,False,True,706
0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,12,False,False,528
0.36,0.27,0.095,0.2,0.073,0.056,0.061,8,True,False,1540
0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,12,False,False,261
0.53,0.425,0.13,0.7585,0.325,0.197,0.205,8,False,False,974
0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,8,False,False,1640
0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,9,False,False,2145
0.435,0.325,0.12,0.3995,0.1815,0.061,0.1125,8,True,False,927
0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,10,True,False,1912
0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,12,True,False,2377
0.68,0.56,0.195,1.664,0.58,0.3855,0.545,11,False,False,3076
0.5,0.385,0.12,0.56,0.2835,0.103,0.135,8,True,False,958
0.66,0.515,0.2,1.6465,0.749,0.422,0.401,11,False,True,3595
0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185,9,False,False,3133
0.655,0.52,0.17,1.1445,0.53,0.223,0.348,9,False,True,1963
0.53,0.41,0.165,0.8115,0.24,0.169,0.24,19,False,False,672
0.53,0.415,0.13,0.694,0.3905,0.111,0.167,9,True,False,1297
0.47,0.375,0.13,0.5795,0.2145,0.164,0.195,13,False,True,2309
0.63,0.47,0.155,1.1325,0.589,0.211,0.287,8,False,True,1172
0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364,12,False,True,3068
0.36,0.25,0.115,0.465,0.21,0.1055,0.128,7,True,False,3718
0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,19,False,False,9
0.76,0.575,0.19,1.829,0.7035,0.386,0.56,14,False,True,3896
0.45,0.335,0.105,0.447,0.2335,0.153,0.119,7,True,False,936
0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,10,False,True,1804
0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13,False,False,753
0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10,False,True,2030
0.535,0.435,0.15,0.725,0.269,0.1385,0.25,9,False,True,96
0.535,0.42,0.15,0.7365,0.2785,0.186,0.215,14,False,False,742
0.655,0.455,0.17,1.2895,0.587,0.3165,0.3415,11,False,False,3071
0.48,0.36,0.1,0.439,0.194,0.099,0.115,8,False,True,951
0.425,0.31,0.095,0.3075,0.139,0.0745,0.093,7,True,False,3087
0.365,0.275,0.09,0.2345,0.108,0.051,0.0625,7,True,False,3531
0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,9,False,False,1178
0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,7,True,False,1545
0.57,0.43,0.16,0.811,0.3875,0.159,0.2285,9,False,False,2664
0.645,0.5,0.175,1.286,0.5645,0.288,0.386,12,False,True,1707
0.445,0.345,0.12,0.4035,0.169,0.0825,0.13,7,True,False,3640
0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,8,True,False,2009
0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,8,True,False,3643
0.52,0.385,0.115,0.581,0.2555,0.156,0.143,10,True,False,1866
0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,8,False,True,1148
0.635,0.5,0.175,1.477,0.684,0.3005,0.39,12,False,False,4096
0.51,0.4,0.125,0.545,0.261,0.115,0.1385,6,False,False,1105
0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565,9,False,False,1153
0.48,0.405,0.13,0.6375,0.277,0.1445,0.21,10,False,False,2300
0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31,9,False,True,2840
0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,9,False,True,3735
0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,9,True,False,2884
0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,14,False,False,2473
0.565,0.44,0.185,0.909,0.344,0.2325,0.255,15,False,True,685
0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,7,True,False,3405
0.62,0.475,0.15,0.9545,0.455,0.1865,0.277,9,False,False,2934
0.53,0.425,0.15,0.8495,0.328,0.232,0.202,8,False,False,975
0.585,0.48,0.185,1.04,0.434,0.265,0.285,10,False,True,2105
0.74,0.6,0.195,1.974,0.598,0.4085,0.71,16,False,False,334
0.485,0.365,0.155,1.029,0.4235,0.2285,0.313,8,False,True,2978
0.4,0.31,0.1,0.127,0.106,0.071,0.085,7,True,False,2127
0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,10,False,False,1818
0.61,0.465,0.125,0.9225,0.436,0.19,0.26,9,True,False,1673
0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,9,False,False,3415
0.47,0.365,0.12,0.543,0.2295,0.1495,0.15,9,False,False,2247
0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415,9,False,False,1165
0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123,7,True,False,2641
0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,8,False,False,1267
0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15,False,False,779
0.625,0.47,0.145,0.984,0.475,0.2,0.265,11,False,False,1941
0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,8,True,False,2735
0.35,0.25,0.1,0.4015,0.1725,0.063,0.1255,7,True,False,3717
0.47,0.375,0.105,0.468,0.1665,0.108,0.17,10,True,False,3349
0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,8,False,False,3452
0.715,0.55,0.175,1.825,0.938,0.3805,0.44,11,False,True,2971
0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14,False,True,2484
0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,13,False,False,208
0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,10,True,False,1586
0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11,False,False,1196
0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,11,False,False,3301
0.59,0.455,0.145,1.073,0.475,0.19,0.285,14,False,True,490
0.645,0.495,0.19,1.539,0.6115,0.408,0.445,12,False,True,2954
0.29,0.215,0.06,0.1115,0.053,0.0185,0.032,5,True,False,3105
0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,8,False,True,1632
0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14,False,False,2446
0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,4,True,False,1825
0.575,0.455,0.185,1.156,0.5525,0.243,0.295,13,False,True,3293
0.56,0.42,0.14,0.837,0.414,0.214,0.2,8,True,False,4113
0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,6,False,False,931
0.505,0.4,0.125,0.77,0.2735,0.159,0.255,13,False,True,728
0.315,0.235,0.07,0.149,0.058,0.0325,0.047,7,True,False,2553
0.425,0.34,0.12,0.388,0.149,0.087,0.125,10,False,True,3217
0.575,0.435,0.14,0.8455,0.401,0.191,0.222,9,False,True,1138
0.64,0.5,0.17,1.5175,0.693,0.326,0.409,11,False,False,1022
0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15,True,False,2421
0.395,0.3,0.09,0.279,0.134,0.049,0.075,8,True,False,3437
0.465,0.345,0.105,0.4015,0.242,0.0345,0.109,6,True,False,3481
0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,8,False,True,1469
0.5,0.395,0.15,0.7145,0.3235,0.173,0.195,9,False,False,2286
0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,9,False,False,2610
0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,13,False,True,251
0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10,True,False,1298
0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,10,False,False,210
0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,13,False,False,2346
0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,12,False,True,2032
0.385,0.305,0.125,0.314,0.146,0.0555,0.08,10,False,False,3330
0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,10,False,True,993
0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,8,False,True,3495
0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9,False,False,3565
0.555,0.44,0.15,1.092,0.416,0.212,0.4405,15,False,True,722
0.64,0.52,0.2,1.407,0.566,0.304,0.455,17,False,True,2339
0.28,0.21,0.065,0.0905,0.035,0.02,0.03,5,False,True,3366
0.67,0.52,0.15,1.406,0.519,0.348,0.37,13,False,False,2273
0.62,0.465,0.185,1.274,0.579,0.3065,0.32,12,False,True,342
0.345,0.255,0.095,0.1945,0.0925,0.037,0.055,6,True,False,1224
0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,9,True,False,3544
0.62,0.485,0.18,1.154,0.4935,0.256,0.315,12,True,False,1678
0.655,0.53,0.19,1.428,0.493,0.318,0.565,18,False,False,3279
0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,9,False,False,1662
0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,6,True,False,48
0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,11,False,False,3004
0.635,0.51,0.155,0.986,0.405,0.2255,0.31,10,False,True,1393
0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,9,True,False,1284
0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,7,True,False,3977
0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9,False,True,1496
0.375,0.26,0.08,0.2075,0.09,0.0415,0.07,6,True,False,3010
0.55,0.42,0.115,0.668,0.2925,0.137,0.209,11,True,False,2070
0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,7,True,False,1450
0.54,0.39,0.125,0.6255,0.2525,0.158,0.19,8,True,False,1877
0.6,0.46,0.155,0.6655,0.285,0.149,0.269,11,False,True,4046
0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,5,True,False,899
0.615,0.5,0.165,1.327,0.6,0.3015,0.355,10,False,False,2601
0.335,0.25,0.08,0.167,0.0675,0.0325,0.0575,6,True,False,2715
0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,9,False,False,1491
0.53,0.395,0.145,0.775,0.308,0.169,0.255,7,False,False,171
0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10,False,True,690
0.35,0.265,0.11,0.209,0.066,0.059,0.075,9,True,False,3403
0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,13,False,False,587
0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,9,False,True,3413
0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,9,False,False,2833
0.52,0.38,0.14,0.525,0.1775,0.115,0.185,11,True,False,2430
0.62,0.485,0.155,1.1945,0.5105,0.271,0.352,9,False,False,3127
0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,7,True,False,1438
0.185,0.135,0.045,0.032,0.011,0.0065,0.01,4,True,False,3994
0.58,0.5,0.165,0.925,0.37,0.185,0.3005,10,False,False,1910
0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,13,False,True,1754
0.57,0.45,0.18,0.908,0.4015,0.217,0.255,9,False,False,2662
0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,9,True,False,472
0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,8,False,False,3868
0.58,0.435,0.15,0.8915,0.363,0.1925,0.2515,6,True,False,3982
0.65,0.5,0.155,1.202,0.565,0.3135,0.294,11,False,True,1179
0.62,0.5,0.2,1.221,0.4605,0.263,0.43,12,False,True,3889
0.36,0.27,0.085,0.196,0.0905,0.034,0.053,7,True,False,2002
0.635,0.5,0.18,1.319,0.5485,0.292,0.49,16,True,False,2434
0.48,0.39,0.15,0.6275,0.276,0.134,0.185,13,True,False,3907
0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,14,True,False,2395
0.555,0.435,0.145,0.6975,0.262,0.1575,0.24,11,True,False,2765
0.405,0.305,0.1,0.271,0.0965,0.061,0.091,7,True,False,2727
0.63,0.47,0.145,1.1005,0.52,0.26,0.276,9,False,True,1499
0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,14,False,False,2542
0.61,0.425,0.155,1.0485,0.507,0.1955,0.274,11,True,False,2926
0.41,0.305,0.1,0.2645,0.1,0.0655,0.085,7,True,False,4068
0.66,0.53,0.17,1.326,0.519,0.2625,0.44,13,False,False,558
0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,11,True,False,3350
0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,7,True,False,1542
0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,10,False,False,1379
0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,10,False,True,1644
0.63,0.505,0.155,1.105,0.492,0.226,0.325,11,False,True,4137
0.71,0.565,0.195,1.817,0.785,0.492,0.49,11,False,False,2162
0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,13,False,True,758
0.615,0.51,0.15,1.296,0.545,0.3315,0.32,9,False,True,869
0.46,0.36,0.125,0.547,0.2165,0.1105,0.19,8,False,True,3134
0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,7,False,True,2311
0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,6,True,False,938
0.55,0.425,0.16,0.793,0.343,0.2035,0.215,9,False,True,1474
0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,10,False,False,3698
0.505,0.395,0.125,0.635,0.29,0.1555,0.175,9,False,True,3155
